data_label,fitted,residual,standardised_residual
SYNTHETIC DATA,4.101740794493489,0.2315925388398438,0.3413442484346381
SYNTHETIC DATA,3.6074022480950583,0.3925977519049413,0.5786498357522434
SYNTHETIC DATA,2.436032932622208,-1.186032932622208,-1.7480939672440197
SYNTHETIC DATA,2.797542073971648,1.452457926028352,2.1407777712819143
SYNTHETIC DATA,3.071065202559515,0.4289347974404851,0.6322070080204008
SYNTHETIC DATA,4.5305224687676375,-0.0305224687676375,-0.0449870674333938
SYNTHETIC DATA,3.050741634386216,-0.0507416343862159,-0.0747880961134323
SYNTHETIC DATA,4.630906672368725,-0.2975733390353916,-0.4385933513923129
SYNTHETIC DATA,3.729547883920629,-0.4795478839206293,-0.7068056373720553
SYNTHETIC DATA,3.4873173672701934,1.2626826327298066,1.861067962032609
SYNTHETIC DATA,4.1287463976710805,0.1212536023289194,0.1787156873200475
SYNTHETIC DATA,3.475610638619598,1.2743893613804014,1.8783225096656349
SYNTHETIC DATA,4.1287918258587615,0.3712081741412385,0.5471237365840208
SYNTHETIC DATA,3.5412773110115774,-0.0412773110115773,-0.0608386296692976
SYNTHETIC DATA,3.1149010588702306,1.3850989411297694,2.041497361858072
SYNTHETIC DATA,3.999235790544139,0.2507642094558608,0.3696013742058026
SYNTHETIC DATA,4.372488516502634,-1.122488516502634,-1.6544358508331376
SYNTHETIC DATA,3.91248995370441,-0.66248995370441,-0.9764439583224808
SYNTHETIC DATA,4.177753666022031,0.8222463339779695,1.2119088909593116
SYNTHETIC DATA,5.0050218586255895,-0.5050218586255895,-0.7443517292879128
SYNTHETIC DATA,3.677754387691844,0.0722456123081562,0.1064828096775679
SYNTHETIC DATA,3.52355858098608,-1.27355858098608,-1.8770980224229352
SYNTHETIC DATA,2.50856146824753,1.74143853175247,2.5667062928449536
SYNTHETIC DATA,4.069971077134671,-0.7366377438013374,-1.0857303878875884
SYNTHETIC DATA,4.211210096658364,0.2887899033416357,0.4256474453170206
SYNTHETIC DATA,3.518642329971659,0.9813576700283408,1.4464230929004374
SYNTHETIC DATA,3.274800902114173,-0.024800902114173,-0.0365540502084904
SYNTHETIC DATA,3.78958383904312,-0.1229171723764537,-0.1811676232521746
SYNTHETIC DATA,3.4160440305540645,0.5839559694459355,0.8606927170796663
SYNTHETIC DATA,4.304932372486272,0.4450676275137279,0.6559851866442079
SYNTHETIC DATA,3.842184032969816,0.4078159670301842,0.6010799633827152
SYNTHETIC DATA,3.520585939208289,0.1460807274583779,0.215308387631383
SYNTHETIC DATA,3.780085321231412,-0.2800853212314123,-0.4128177615403487
SYNTHETIC DATA,3.5929476350916745,-0.926280968425008,-1.3652455411138935
SYNTHETIC DATA,4.302855767943378,-0.0528557679433783,-0.0779041176129811
SYNTHETIC DATA,3.337333341290696,-0.5873333412906958,-0.8656706255209708
SYNTHETIC DATA,4.219158859873176,0.7808411401268245,1.150881774769772
SYNTHETIC DATA,2.494502327568619,-0.4945023275686191,-0.7288469922160093
SYNTHETIC DATA,4.1636924969847975,-0.1636924969847975,-0.2412663751499579
SYNTHETIC DATA,3.187097110357719,1.562902889642281,2.3035626057461127
SYNTHETIC DATA,3.893592334958772,0.6064076650412282,0.8937842717448116
SYNTHETIC DATA,3.077938012869286,1.172061987130714,1.7275021903560206
SYNTHETIC DATA,3.877806565780166,0.122193434219834,0.1801009055661371
SYNTHETIC DATA,3.659722694190704,-0.659722694190704,-0.9723652944602448
SYNTHETIC DATA,4.4808881619716185,0.2691118380283814,0.3966439443897063
SYNTHETIC DATA,3.357779347439666,1.6422206525603338,2.4204690583736856
SYNTHETIC DATA,4.340798040562765,-0.3407980405627651,-0.5023022399885738
SYNTHETIC DATA,3.5903814060570927,0.4096185939429073,0.6037368552317097
SYNTHETIC DATA,4.420044434847432,0.2466222318192352,0.3634965132699121
SYNTHETIC DATA,4.167965654552647,-0.1679656545526473,-0.2475645821895603
SYNTHETIC DATA,2.825800400890171,-0.8258004008901709,-1.2171472302646669
SYNTHETIC DATA,4.169655404556573,0.3303445954434272,0.4868949069816988
SYNTHETIC DATA,4.439796411559375,0.0602035884406246,0.0887340704164248
SYNTHETIC DATA,4.195765288230984,0.0542347117690162,0.0799365429499713
SYNTHETIC DATA,3.82354239920763,0.1764576007923701,0.260080861951708
SYNTHETIC DATA,1.6509112555692629,-0.1509112555692626,-0.2224281031274534
SYNTHETIC DATA,3.111662427229343,-0.6116624272293429,-0.9015292658572738
SYNTHETIC DATA,2.4666659859211197,-0.7166659859211193,-1.056294013478929
SYNTHETIC DATA,3.2705802772923063,-0.0205802772923062,-0.0303332711844261
SYNTHETIC DATA,2.1995641418276013,2.0504358581723987,3.0221374595116104
SYNTHETIC DATA,4.134089692813414,-1.134089692813414,-1.671534824870032
SYNTHETIC DATA,4.489372000472199,0.2606279995278013,0.3841396146244715
SYNTHETIC DATA,2.4578329739883142,0.0421670260116857,0.0621499806288509
SYNTHETIC DATA,4.452588573648941,0.2140780930177257,0.3155297063261186
SYNTHETIC DATA,4.162351121210543,0.3376488787894569,0.4976606903769417
SYNTHETIC DATA,3.8913505818334833,0.8586494181665167,1.2655633975996814
SYNTHETIC DATA,4.667323429334762,0.0826765706652379,0.1218569994450254
SYNTHETIC DATA,2.840743660031982,0.4092563399680178,0.603202929089613
SYNTHETIC DATA,3.788808082468909,0.2111919175310905,0.3112757722085896
SYNTHETIC DATA,4.672329676788483,0.3276703232115165,0.4829532970762845
SYNTHETIC DATA,2.3660385420300787,0.3839614579699213,0.5659208019186075
SYNTHETIC DATA,2.8785125692720634,-0.54517923593873,-0.8035396886527845
SYNTHETIC DATA,3.39019599294506,-1.3901959929450602,-2.049009906648325
SYNTHETIC DATA,4.320305711297759,-1.5703057112977588,-2.3144736247579654
SYNTHETIC DATA,3.8923856588323114,-0.1423856588323104,-0.2098622258966491
SYNTHETIC DATA,4.206184719550218,-0.956184719550218,-1.4093206805995842
SYNTHETIC DATA,3.631156791614505,-0.8811567916145053,-1.2987370158532223
SYNTHETIC DATA,3.466272451015029,1.283727548984971,1.892086064595303
SYNTHETIC DATA,3.335602302332294,-0.335602302332294,-0.4946442412886687
SYNTHETIC DATA,3.7346372796343017,1.2653627203656983,1.8650181432620876
SYNTHETIC DATA,4.510739219227169,-0.0107392192271689,-0.0158285354711182
SYNTHETIC DATA,3.3126591118450466,0.6873408881549534,1.0130717511927223
SYNTHETIC DATA,3.228383870626081,-0.2283838706260814,-0.3366149922790231
SYNTHETIC DATA,3.996352166652669,-0.9963521666526683,-1.4685234818271562
SYNTHETIC DATA,4.361360085951264,-0.1113600859512642,-0.1641336332986875
SYNTHETIC DATA,3.8142823637095287,-1.564282363709529,-2.305595812606224
SYNTHETIC DATA,4.541738679749089,-0.0417386797490886,-0.06151864106235
SYNTHETIC DATA,3.7965657317033066,-0.12989906503664,-0.1914582350079822
SYNTHETIC DATA,3.356144239166368,-0.8561442391663681,-1.261871014212532
SYNTHETIC DATA,3.5257728588922816,-0.5257728588922816,-0.7749366290682956
SYNTHETIC DATA,3.803029896526132,0.6969701034738685,1.027264251877399
SYNTHETIC DATA,3.555540593187563,-0.0555405931875632,-0.0818612816034342
SYNTHETIC DATA,2.711968657892091,-0.7119686578920912,-1.049370621586635
SYNTHETIC DATA,4.703907945799453,0.0460920542005469,0.0679350797685867
SYNTHETIC DATA,3.688852719552276,0.5611472804477238,0.8270749898295753
SYNTHETIC DATA,3.064867392717692,0.4351326072823078,0.6413419600918092
SYNTHETIC DATA,3.6336720649223326,0.3663279350776673,0.5399307521136184
SYNTHETIC DATA,3.289309397344357,1.2106906026556428,1.7844369076853466
SYNTHETIC DATA,3.167178811411876,0.3328211885881242,0.4905451576758267
SYNTHETIC DATA,4.474341670501795,0.1923249961648716,0.2834678163638591
SYNTHETIC DATA,4.739463054322234,-0.2394630543222335,-0.3529446013889592
SYNTHETIC DATA,4.055399991756198,-0.0553999917561975,-0.0816540491504426
SYNTHETIC DATA,4.787000610965545,0.2129993890344552,0.3139398044998445
SYNTHETIC DATA,4.287893725505407,-0.2878937255054072,-0.4243265687831582
SYNTHETIC DATA,3.4908587298687794,-0.4908587298687794,-0.7234766934806514
SYNTHETIC DATA,3.252201115513995,0.2477988844860048,0.3652307816630957
SYNTHETIC DATA,2.908325907455648,0.0916740925443524,0.1351184471539452
SYNTHETIC DATA,2.5056799351974144,1.4943200648025856,2.2024783786043245
SYNTHETIC DATA,3.7089355902401593,-0.3756022569068258,-0.5536001752754081
SYNTHETIC DATA,3.0483253523947025,-0.0483253523947024,-0.071226738029398
SYNTHETIC DATA,4.311308285750602,-0.3113082857506022,-0.4588372896784057
SYNTHETIC DATA,4.133179393806302,0.5334872728603646,0.7863069039970141
SYNTHETIC DATA,3.853590420600834,-0.1035904206008342,-0.1526819233562302
SYNTHETIC DATA,3.783316073690752,-0.7833160736907518,-1.1545295794077646
SYNTHETIC DATA,4.00916285310899,-1.0091628531089896,-1.487405152895967
SYNTHETIC DATA,3.6976348191369737,0.5523651808630263,0.8141310530454557
SYNTHETIC DATA,4.308004924827429,0.1919950751725707,0.2829815458055592
SYNTHETIC DATA,4.233639616573474,0.4330270500931927,0.6382385793013268
SYNTHETIC DATA,4.191994957575476,0.308005042424524,0.4539686392625275
SYNTHETIC DATA,4.654963856957005,0.3450361430429947,0.5085487793337096
SYNTHETIC DATA,3.611157871728552,-0.1111578717285519,-0.1638355897510832
SYNTHETIC DATA,2.655256676261636,1.844743323738364,2.718967228178916
SYNTHETIC DATA,4.543611469508583,-0.2936114695085834,-0.4327539518037119
SYNTHETIC DATA,3.2763736485416244,1.2236263514583756,1.8035029081494705
SYNTHETIC DATA,4.06918954781912,-0.3191895478191195,-0.4704534820262727
SYNTHETIC DATA,4.560784648487313,0.4392153515126873,0.6473595169088424
SYNTHETIC DATA,2.9233677949186294,-0.1733677949186294,-0.2555267970018421
SYNTHETIC DATA,4.330052070733631,-0.0800520707336307,-0.1179887489341973
SYNTHETIC DATA,4.766848226903898,-0.5168482269038979,-0.7617826137710356
SYNTHETIC DATA,3.208622236824016,-1.458622236824016,-2.1498633491084025
SYNTHETIC DATA,3.8766622623435656,0.4566710709897674,0.6730875022560314
SYNTHETIC DATA,4.115330378939698,-0.3653303789396984,-0.5384604540984399
SYNTHETIC DATA,4.569146426042895,-0.0691464260428951,-0.1019149189684198
SYNTHETIC DATA,4.054715257549702,0.9452847424502976,1.3932552040960426
SYNTHETIC DATA,3.1323864158327708,-0.1323864158327707,-0.1951243414048108
SYNTHETIC DATA,3.0181876915748784,0.2318123084251215,0.3416681668315399
SYNTHETIC DATA,3.5739069716984595,0.4260930283015405,0.6280185244197757
SYNTHETIC DATA,2.941972156927809,0.3080278430721912,0.4540022451376597
SYNTHETIC DATA,3.7879116006487616,-0.5379116006487616,-0.7928279208282311
SYNTHETIC DATA,3.5397978645514554,-0.0397978645514554,-0.0586580734969813
SYNTHETIC DATA,2.8682167560042737,0.1317832439957262,0.1942353264200264
SYNTHETIC DATA,4.550997317931441,0.4490026820685591,0.6617850636449821
SYNTHETIC DATA,4.201295925666982,0.5487040743330178,0.8087349480449008
SYNTHETIC DATA,4.478245799317368,0.5217542006826319,0.7690135286387209
SYNTHETIC DATA,4.369984688729718,0.1300153112702817,0.1916295703344766
SYNTHETIC DATA,4.207494452706272,0.5425055472937279,0.7995989388961285
SYNTHETIC DATA,3.732735711630304,0.5172642883696965,0.7623958467752467
SYNTHETIC DATA,3.461709626140648,0.0382903738593523,0.0564361829304895
SYNTHETIC DATA,4.641899439012489,-0.141899439012489,-0.2091455864927962
SYNTHETIC DATA,3.46075917337535,0.78924082662465,1.163262072896171
